ID,package,version,description,PoCGen,PoCGen_GLM,PoCGen_CodeQL_Result_Num,CodeQL_vanilla,Dynamic Source Export,Source Agent,Sink Agent,CallEdge Agent,CodeQL_Enhanced,Lines of code
GHSA-cwcp-6c48-fm7m,summit,0.1.22,Unsafe eval() in summit allows arbitrary code execution,failed,,no sarif,no sarif,no export api,,,,,no loc
GHSA-f2jv-r9rf-7988,handlebars,4.7.6,Remote code execution in handlebars when compiling templates,y,,8,0,109,,,,,60118
ghsa-f6gv-hh8j-q8vq,hono,3.11.6,Named path parameters can be overridden in TrieRouter,failed,,no sarif,0,46,,,,,13413
ghsa-f9vc-q3hh-qhfv,remarkable,1.4.0,Content Injection in remarkable,failed,,no sarif,0,112,,,,,68888
GHSA-fpw7-j2hg-69v5,mysql2,3.9.3,mysql2 Remote Code Execution (RCE) via the readCodeFor function,failed,(api-error),24,0,74,,,,,23965
GHSA-fq9m-v26v-2m4f,lilconfig,3.1.0,lilconfig Code Injection vulnerability,failed,,0,1,15,,,,,395
ghsa-fr76-2wp8-fp92,express-handlebars,5.3.0,Insecure template handling in Express-handlebars,failed,,no sarif,0,216,,,,,65723
GHSA-fwv4-6mxc-x5h3,morgan-json,1.1.0,morgan-json vulnerable to Arbitrary Code Execution,fp,,2,2,1,,,,,6350
GHSA-g4xj-wcq6-qwx5,mock2easy,0.0.24,Code injection in mock2easy,failed,,2,no sarif,1,,,,,213581
GHSA-g644-9gfx-q4q4,vm2,3.9.19,vm2 Sandbox Escape vulnerability,fp,,no sarif,no sarif,no export api,,,,,15799
GHSA-g7mq-rfj2-25wq,total4,0.0.42,Code Injection in total4,failed,,0,no sarif,no export api,,,,,43719
GHSA-g7rj-q722-245g,jsreport,3.11.2,jsreport vulnerable to code injection,failed,,0,no sarif,197,,,,,1122357
GHSA-gc34-5v43-h7v8,nuxt,3.4.2,nuxt Code Injection vulnerability,failed,,no sarif,no sarif,0,,,,,945538
GHSA-gwg9-rgvj-4h5j,morgan,1.9.0,Code Injection in morgan,failed,(api-error),no sarif,2,2,,,,,1466
GHSA-h47j-hc6x-h3qq,mongo-express,0.53.0,Remote Code Execution Vulnerability in NPM mongo-express,failed,(api-error),no sarif,no sarif,0,,,,,157031
GHSA-h4j5-c7cj-74xg,xmlhttprequest,1.6.0,xmlhttprequest and xmlhttprequest-ssl vulnerable to Arbitrary Code Injection,failed,,0,0,1,,,,,703
GHSA-hgch-jjmr-gp7w,safer-eval,1.3.1,Sandbox Breakout / Arbitrary Code Execution in safer-eval,y,(api-error),no sarif,1,1,,,,,671
GHSA-hw8r-x6gr-5gjp,jsonpath-plus,10.2.0,JSONPath Plus allows Remote Code Execution,failed,,17,2,1,,,,,6510
GHSA-hwxp-6qf7-q3rc,@ifnotnowwhen/promptr,6.0.7,Remote command execution in promptr,failed,,1,no sarif,0,,,,,36272
GHSA-hxf3-vgpm-fv9p,@cyclonedx/cdxgen,11.1.6,CycloneDX cdxgen may execute code contained within build-related files,failed,(api-error),6,no sarif,0,,,,,627143
GHSA-j3rv-w43q-f9x2,react-editable-json-tree,2.2.1,React Editable Json Tree vulnerable to arbitrary code execution via function parsing,y,y,1,no sarif,0,,,,,88462
GHSA-j6px-jwvv-vpwq,angular-expressions,1.1.1,Angular Expressions - Remote Code Execution,failed,,1,1,19,,,,,3554
GHSA-j9f8-8h89-j69x,node-os-utils,1.0.8,Remote Code Execution in node-os-utils,fp,(api-error),no sarif,0,38,,,,,781
ghsa-jrvm-mcxc-mf6m,dom-iterator,1.0.0,dom-iterator code execution vulnerability,fp,,no sarif,1,17,,,,,651
GHSA-jvf4-g24p-2qgw,shiba,1.2.1,Arbitrary Code Execution in shiba,failed,,0,no sarif,0,,,,,395373
GHSA-jxr4-4prv-mh83,@mongodb-js/connection-form,1.20.0,ejson shell parser in MongoDB Compass maybe bypassed,failed,,0,no sarif,4,,,,,1121064
GHSA-mc23-976p-j42x,xterm,3.8.0,xterm vulnerable to remote code execution,fp,(api-error),no sarif,2,446,,,,,29124
GHSA-mf6x-hrgr-658f,eta,1.14.2,Eta vulnerable to Code Injection via templates rendered with user-defined data,y,,2,6,19,,,,,1849
ghsa-mj46-r4gr-5x83,gatsby-plugin-mdx,3.15.1,Unsanitized JavaScript code injection possible in gatsby-plugin-mdx,failed,,no sarif,no sarif,no export api,,,,,no loc
ghsa-p2c4-gxp4-j3xp,valine,1.4.14,Denial of service in Valine,failed,,no sarif,0,0,,,,,298891
GHSA-pm52-wwrw-c282,wiki-plugin-datalog,0.1.5,Command Injection in wiki-plugin-datalog,fp,(api-error),no sarif,no sarif,0,,,,,5284
GHSA-q765-wm9j-66qj,@blakeembrey/template,1.1.0,@blakeembrey/template vulnerable to code injection when attacker controls template input,fp,,1,1,2,,,,,60
GHSA-q849-wxrc-vqrp,hull.js,1.0.6,hull.js Code Injection Vulnerability,y,,2,2,1,,,,,721
GHSA-qmmm-73r2-f8xr,@hoppscotch/cli,0.7.0,@hoppscotch/cli affected by Sandbox Escape in @hoppscotch/js-sandbox leads to RCE,failed,,0,0,1,,,,,63542
GHSA-r4jg-5v89-9v62,octocat.js,1.0.0,Withdrawn: Octocat.js vulnerable to code injection,failed,,0,no sarif,0,,,,,8558
GHSA-r87q-fq37-pvr6,@frangoteam/fuxa,1.1.13,A remote command execution (RCE) vulnerability in the /api/runscript endpoint of FUXA,failed,,no sarif,no sarif,no export api,,,,,no loc
GHSA-r87w-47m8-22w3,jsrender,0.9.73,Template Injection in jsrender,y,(api-error),no sarif,6,22,,,,,5624
GHSA-rhwf-hqpr-q8g2,script-manager,0.8.6,Code Injection in script-manager,fp,,12,0,7,,,,,93060
GHSA-rvgm-35jw-q628,mdx-mermaid,1.2.3,Improper Control of Generation of Code ('Code Injection') in mdx-mermaid,fp,,9,0,2,,,,,437325
ghsa-rwxp-hwwf-653v,express-hbs,2.4.0,Insecure template handling in express-hbs,fp,,no sarif,0,164,,,,,150142
GHSA-v63x-xc9j-hhvq,safer-eval,1.3.6,Sandbox Breakout / Arbitrary Code Execution in safer-eval,fp,(api-error),no sarif,1,1,,,,,685
ghsa-v784-fjjh-f8r4,nuxt,3.4.0,Nuxt vulnerable to remote code execution via the browser when running the test locally,failed,,no sarif,no sarif,no export api,,,,,945593
GHSA-vg7j-7cwx-8wgw,mongoose,8.9.4,Mongoose search injection vulnerability,failed,,no sarif,no sarif,no export api,,,,,118067
GHSA-vwhc-pww7-72x6,total.js,3.4.8,Code Injection in total.js,failed,,1,30,215,,,,,52656
ghsa-vx5c-87qx-cv6c,mathjs,3.16.1,Arbitrary Code Execution in mathjs,failed,,no sarif,no sarif,3474,,,,,73922
GHSA-w5pw-gmcw-rfc8,squirrelly,9.0.0,squirrelly Code Injection vulnerability,failed,,2,4,27,,,,,3102
GHSA-wc9v-mj63-m9g5,pg,2.11.1,Remote Code Execution in pg,fp,,0,1,168,,,,,9983
GHSA-wg6p-jmpc-xjmr,@backstage/plugin-scaffolder-backend,1.14.0,Backstage Scaffolder plugin has insecure sandbox,failed,,0,no sarif,62,,,,,1683312
GHSA-x73w-g8hx-v7rp,electerm,1.0.32,Code injection in electerm,failed,,no sarif,no sarif,no export api,,,,,no loc
GHSA-x949-7cm6-fm6p,md-to-pdf,4.1.0,Code Injection in md-to-pdf.,failed,,20,0,1,,,,,558733
GHSA-x9hc-rw35-f44h,static-eval,2.0.1,Sandbox Breakout / Arbitrary Code Execution in static-eval,y,,1,2,1,,,,,19432
GHSA-xfg5-vrmc-24wc,obsidian-dataview,0.4.12-hotfix1,Obsidian Dataview vulnerable to code injection due to unsafe eval,failed,,0,no sarif,0,,,,,36884
GHSA-xj6r-2jpm-qvxp,@asyncapi/java-spring-cloud-stream-template,0.6.9,Code injection issue for java-spring-cloud-stream-template,failed,,0,no sarif,0,,,,,55286
snyk-js-store2-8660837,store2,,SNYK vulnerability: SNYK-JS-STORE2-8660837,fp,,no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-SWIGTEMPLATES-3266806,swig-templates,2.0.3,"Arbitrary Code Execution Affecting swig-templates package, versions *",y,y,1,1,20,,,,,21345
